"Gene ID"	"Mouse_resection_12hr_1"	"Mouse_resection_12hr_2"	"Mouse_resection_12hr_3"	"Mouse_resection_24hr_1"	"Mouse_resection_24hr_2"	"Mouse_resection_24hr_3"	"Mouse_resection_48hr_1"	"Mouse_resection_48hr_2"	"Mouse_resection_48hr_3"	"Mouse_sham_12hr_1"	"Mouse_sham_12hr_2"	"Mouse_sham_12hr_3"	"Mouse_sham_24hr_1"	"Mouse_sham_24hr_2"	"Mouse_sham_24hr_3"	"Mouse_sham_48hr_1"	"Mouse_sham_48hr_2"	"Mouse_sham_48hr_3"
"ENSMUSG00000045794"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000045795"	85	120	124	86	32	60	106	101	148	183	39	65	95	91	58	103	20	143
"ENSMUSG00000045797"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000045799"	19	35	74	27	12	25	31	157	273	80	9	12	20	26	22	47	15	62
"ENSMUSG00000045802"	2	1	5	2	2	5	8	1	8	4	3	2	4	4	6	3	1	10
"ENSMUSG00000045812"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000045813"	1	4	11	4	3	7	12	31	25	22	18	6	14	16	16	10	9	21
"ENSMUSG00000045815"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000045817"	868	962	1089	733	368	512	864	1097	2070	1606	493	490	967	962	448	1395	255	1472
"ENSMUSG00000045822"	46	56	68	56	25	40	91	94	86	191	47	53	58	87	24	121	30	100
"ENSMUSG00000045824"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000045826"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000045827"	77	104	189	107	99	74	173	161	287	247	82	74	159	185	93	310	59	239
"ENSMUSG00000045835"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMUSG00000045838"	184	199	270	215	96	367	226	244	289	500	156	171	258	347	163	342	66	292
"ENSMUSG00000045842"	4	9	3	0	6	2	0	1	9	11	0	0	7	7	8	2	0	4
"ENSMUSG00000045854"	138	268	243	267	80	182	287	312	545	497	185	184	332	390	208	509	77	580
"ENSMUSG00000045867"	57	81	85	128	48	71	124	109	207	237	62	56	145	144	74	168	35	188
"ENSMUSG00000045868"	1	0	0	0	1	0	3	0	1	0	0	0	1	5	1	0	0	1
"ENSMUSG00000045871"	32	66	92	49	39	40	122	101	116	198	98	91	88	134	53	145	33	171
"ENSMUSG00000045875"	1	5	4	1	5	1	14	21	13	20	6	5	4	6	7	17	11	31
"ENSMUSG00000045876"	5	4	12	9	2	4	8	13	24	12	5	8	17	13	8	9	4	29
"ENSMUSG00000045877"	39	66	126	45	12	66	57	74	97	142	43	55	44	70	43	92	16	97
"ENSMUSG00000045883"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000045886"	13	13	10	23	5	10	14	11	33	28	9	4	21	13	13	24	9	23
"ENSMUSG00000045896"	580	643	851	755	288	430	1011	842	1517	1650	635	673	998	1788	703	1383	384	1499
"ENSMUSG00000045903"	5	11	16	19	3	2	12	9	49	41	6	12	9	19	1	8	3	17
"ENSMUSG00000045912"	0	1	0	2	0	2	2	0	0	0	1	0	2	0	0	0	0	1
"ENSMUSG00000045915"	3	1	2	1	0	1	3	0	5	15	5	1	7	7	0	9	0	14
"ENSMUSG00000045917"	132	159	154	183	66	128	207	252	340	268	109	111	146	228	85	231	58	271
"ENSMUSG00000045928"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000045929"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
"ENSMUSG00000045930"	602	949	1560	955	550	891	997	847	1226	2020	571	587	943	1299	638	1472	343	1690
"ENSMUSG00000045932"	202	174	303	241	154	79	613	423	826	568	210	247	494	803	260	949	245	1009
"ENSMUSG00000045934"	162	204	253	277	153	122	237	191	376	405	112	107	159	215	78	269	55	306
"ENSMUSG00000045942"	2	4	7	0	1	1	1	1	6	4	1	0	3	2	0	6	1	5
"ENSMUSG00000045948"	91	214	212	177	63	39	148	204	263	349	116	100	262	199	140	499	30	365
"ENSMUSG00000045952"	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1
"ENSMUSG00000045954"	2090	3783	6460	2951	1850	1458	5947	5351	7957	7968	2844	3329	4467	6746	3642	6621	1721	9516
"ENSMUSG00000045962"	9082	8063	15637	11840	6580	9016	19237	20317	30501	27424	10147	9867	16209	26276	11692	26615	6072	24381
"ENSMUSG00000045967"	2	2	8	3	2	4	15	10	11	5	6	3	6	10	12	29	0	23
"ENSMUSG00000045968"	5	18	11	7	4	8	4	9	7	22	4	8	14	6	2	18	4	17
"ENSMUSG00000045969"	162	227	184	221	75	101	185	228	368	541	167	120	228	263	139	263	56	415
"ENSMUSG00000045973"	2730	2373	4006	3762	1673	2393	4858	5592	9438	6010	2403	2848	4792	8158	2531	6184	1612	5620
"ENSMUSG00000045975"	294	456	690	502	238	360	605	720	993	1200	363	420	561	821	411	857	195	1026
"ENSMUSG00000045980"	38	69	76	82	34	53	67	98	153	163	51	50	71	112	50	134	24	136
"ENSMUSG00000045983"	3706	5610	6267	4329	1665	4542	6054	6806	9966	11084	3848	4238	4578	7719	3281	6416	1481	10737
"ENSMUSG00000045989"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000045991"	8	14	25	14	14	2	40	40	19	28	21	16	13	33	28	21	8	51
"ENSMUSG00000045994"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSMUSG00000045996"	48	59	50	67	23	28	140	76	180	146	53	68	73	113	64	150	37	148
"ENSMUSG00000046000"	0	1	2	2	0	0	1	1	0	0	0	0	2	0	2	0	0	0
"ENSMUSG00000046005"	0	0	0	3	0	0	0	0	1	1	1	0	0	0	0	0	0	1
"ENSMUSG00000046006"	2	1	3	12	7	6	5	7	29	3	3	2	0	1	1	9	1	4
"ENSMUSG00000046008"	2	1	2	0	0	0	0	0	3	2	0	3	0	2	0	0	0	0
"ENSMUSG00000046010"	75	123	91	99	28	82	92	142	198	233	60	75	82	133	57	150	19	204
"ENSMUSG00000046016"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046020"	472	589	1027	692	319	652	1147	1126	1627	1732	593	552	904	1394	727	1650	325	1749
"ENSMUSG00000046027"	227	355	690	213	100	165	396	344	505	642	257	252	249	457	218	491	103	522
"ENSMUSG00000046031"	6	0	1	0	0	2	3	4	4	0	0	0	0	8	0	3	1	4
"ENSMUSG00000046032"	412	560	886	610	281	394	708	787	1294	1284	420	431	633	875	478	1036	188	1324
"ENSMUSG00000046034"	167	277	216	326	89	149	260	327	568	477	121	151	193	306	150	338	65	435
"ENSMUSG00000046041"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046049"	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2
"ENSMUSG00000046056"	1	10	3	10	1	3	7	25	12	12	8	6	7	8	2	12	0	13
"ENSMUSG00000046057"	7	2	2	6	4	3	4	13	7	11	2	7	9	3	4	16	7	20
"ENSMUSG00000046058"	44	55	59	71	21	36	68	79	105	155	48	39	59	79	34	85	14	137
"ENSMUSG00000046062"	1638	1933	2405	1615	796	1409	2493	2548	4126	3563	1326	1291	1813	2919	1284	3046	789	3626
"ENSMUSG00000046070"	7	4	5	7	0	1	3	8	11	6	4	1	0	11	5	6	2	10
"ENSMUSG00000046079"	235	284	382	311	116	208	469	441	617	777	273	211	413	460	279	538	89	703
"ENSMUSG00000046080"	3	4	5	2	2	1	7	4	4	3	1	2	4	2	0	9	0	1
"ENSMUSG00000046082"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046085"	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
"ENSMUSG00000046093"	7	9	9	7	5	6	5	5	1	15	4	8	7	9	4	10	3	8
"ENSMUSG00000046095"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046096"	1061	1268	1791	1042	746	881	2095	1753	2704	2318	901	1042	1590	2194	1163	2828	649	2076
"ENSMUSG00000046101"	1	1	5	3	0	2	4	2	6	6	4	1	0	3	2	4	0	2
"ENSMUSG00000046108"	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046109"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046110"	2	0	1	2	2	7	5	3	4	8	2	0	3	2	2	5	1	2
"ENSMUSG00000046111"	423	478	723	219	152	267	740	733	1112	1084	407	423	581	970	520	819	263	1277
"ENSMUSG00000046119"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046130"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046133"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046138"	406	464	714	414	261	301	769	675	906	909	361	377	617	830	403	1014	216	886
"ENSMUSG00000046139"	293	501	759	321	197	283	719	734	969	970	332	382	402	720	409	772	180	1035
"ENSMUSG00000046145"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046150"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046152"	45	61	71	52	23	33	45	57	80	103	37	34	64	91	47	67	19	119
"ENSMUSG00000046157"	67	32	43	56	23	23	35	56	89	90	35	11	38	76	27	75	21	97
"ENSMUSG00000046159"	12	7	21	20	7	8	19	23	58	30	10	6	14	25	15	20	3	34
"ENSMUSG00000046160"	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
"ENSMUSG00000046167"	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046168"	4	3	7	5	0	0	3	6	11	5	6	3	7	3	3	13	4	11
"ENSMUSG00000046169"	444	479	834	587	446	517	1000	871	959	1579	481	521	860	781	641	1033	271	835
"ENSMUSG00000046173"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
"ENSMUSG00000046178"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
"ENSMUSG00000046179"	134	117	152	83	39	80	253	256	480	362	140	134	289	453	141	410	88	664
"ENSMUSG00000046180"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046182"	143	179	324	199	49	146	297	435	309	777	261	238	390	444	155	415	79	314
"ENSMUSG00000046185"	308	527	630	305	126	303	569	558	873	884	271	296	363	550	278	673	152	601
"ENSMUSG00000046186"	560	456	850	686	358	298	1013	767	1821	1604	524	571	874	1273	537	1443	367	1785
"ENSMUSG00000046191"	49	77	106	68	45	63	151	156	220	229	87	83	121	203	89	199	45	170
"ENSMUSG00000046192"	2	2	3	1	3	3	8	2	5	8	1	3	1	3	0	4	0	7
"ENSMUSG00000046196"	0	0	4	2	1	3	3	4	0	5	1	3	2	5	4	2	1	4
"ENSMUSG00000046201"	763	950	1150	720	381	487	1215	1333	1946	1794	723	781	914	1325	794	1583	345	1885
"ENSMUSG00000046203"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046204"	2	5	3	6	1	3	7	4	24	4	2	3	5	2	0	6	2	7
"ENSMUSG00000046207"	59	119	116	115	46	78	131	127	201	335	97	84	166	248	90	237	38	279
"ENSMUSG00000046210"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046213"	2	2	0	1	1	0	1	0	1	4	0	0	0	0	1	2	0	3
"ENSMUSG00000046215"	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
"ENSMUSG00000046219"	0	0	3	0	0	3	1	0	5	1	1	0	1	4	1	3	0	4
"ENSMUSG00000046223"	106	69	108	113	23	131	47	68	157	93	22	26	29	27	23	41	13	63
"ENSMUSG00000046229"	13	54	58	42	9	33	27	76	65	98	19	19	77	38	30	127	9	127
